-37.41762464049785,-552.9597383396388,295.4726622533009
-40.347550417394075,-549.5243587913885,293.5242751507611
-43.853636651266825,-547.6855970589211,290.4925618378206
-47.237190153177764,-546.5759123471723,286.9856323346487
-50.46810912786965,-545.7464251968763,283.26221258306686
-53.669780867001066,-544.9193118055646,279.5120353188885
-57.023136944506476,-543.8838678655801,275.95403308946163
-60.72509599029323,-542.4802081230814,272.91197086941975
-64.8750955999985,-540.6248000330401,270.87111196717905
-69.28358923085166,-538.3862991541519,270.2853357966634
-73.6072698116999,-536.0614582650119,271.1514732424413
-77.6923093942724,-534.038475108585,273.1795321068802
-81.42181439666147,-532.4388543486726,276.08780596977755
-84.72933001741278,-531.1707768657537,279.61149677854615
-87.64439542113493,-530.1222379598021,283.53265411468146
-90.28903127970065,-529.1864758248545,287.67128388821607
-92.9095126187568,-528.2063299136456,291.8147757181101
-95.91639752781057,-526.8473141197345,295.55570464226855
-99.41670560104164,-524.4013089668875,298.0682864189913
-99.57266744718993,-524.2424806982912,298.1429019913653
