# 1874
0.00360879,0.18046,-0.113644,3.14159,1.27669,6.2444
0.00151793,0.179802,-0.115258,3.14159,1.27573,6.2444
-0.000581118,0.179573,-0.116615,3.14159,1.27461,6.2444
-0.00263534,0.179735,-0.117724,3.14158,1.27334,6.2444
-0.00461276,0.180183,-0.118644,3.14158,1.27197,6.2444
-0.00650622,0.180862,-0.119441,3.14158,1.2705,6.2444
-0.00831395,0.181723,-0.120142,3.14157,1.26894,6.2444
-0.0100502,0.182784,-0.120628,3.14162,1.26747,6.2444
-0.0116807,0.183833,-0.121355,3.14157,1.26562,6.2444
-0.0132671,0.185096,-0.121756,3.14161,1.26402,6.2444
-0.0147551,0.186307,-0.122401,3.14157,1.26209,6.2444
-0.0162179,0.187697,-0.122769,3.14161,1.2604,6.2444
-0.0175894,0.189006,-0.123383,3.14157,1.25841,6.2444
-0.0189525,0.190476,-0.123716,3.14161,1.25668,6.2444
-0.0202369,0.191849,-0.124338,3.14157,1.25461,6.2444
-0.0215221,0.193383,-0.124676,3.14161,1.25281,6.2444
-0.0227369,0.194786,-0.125294,3.14157,1.25072,6.2444
-0.0239683,0.196353,-0.125619,3.14161,1.2489,6.2444
-0.0251381,0.197776,-0.126241,3.14157,1.24678,6.2444
-0.0263346,0.199362,-0.126567,3.14162,1.24494,6.2444
-0.0274823,0.200801,-0.127228,3.14157,1.24277,6.2444
-0.0286655,0.202395,-0.127542,3.14161,1.24093,6.2444
-0.0298095,0.203835,-0.128167,3.14157,1.2388,6.2444
-0.0310008,0.205431,-0.128477,3.14161,1.23696,6.2444
-0.0321614,0.206873,-0.129096,3.14157,1.23483,6.2444
-0.033366,0.208399,-0.129472,3.14157,1.233,6.2444
-0.0346034,0.209991,-0.129794,3.14162,1.23109,6.2444
-0.0358278,0.211419,-0.13034,3.14157,1.22904,6.2444
-0.0371107,0.212935,-0.130667,3.14157,1.22726,6.2444
-0.0384354,0.214532,-0.130861,3.14161,1.22549,6.2444
-0.039803,0.215998,-0.131169,3.14161,1.2237,6.2444
-0.041196,0.217525,-0.131374,3.14161,1.22198,6.2444
-0.0426391,0.218915,-0.131665,3.14157,1.22028,6.2444
-0.0441206,0.220467,-0.131696,3.1416,1.21871,6.2444
-0.0456801,0.221938,-0.131722,3.1416,1.21721,6.2444
-0.0472986,0.223377,-0.13168,3.1416,1.2158,6.2444
-0.0489776,0.224799,-0.131567,3.1416,1.21447,6.2444
-0.0506994,0.226191,-0.131346,3.1416,1.21327,6.2444
-0.0525024,0.227546,-0.131019,3.1416,1.21222,6.2444
-0.0543573,0.228873,-0.130577,3.1416,1.2113,6.2444
-0.0562614,0.230159,-0.130006,3.1416,1.21055,6.2444
-0.05823,0.231434,-0.129205,3.14156,1.21012,6.2444
-0.0602141,0.232678,-0.128285,3.14157,1.20981,6.2444
-0.0622246,0.233853,-0.127292,3.14158,1.20963,6.2444
-0.0642635,0.235088,-0.126054,3.14158,1.20964,6.2444
-0.0663082,0.236164,-0.124801,3.14158,1.20982,6.2444
-0.068355,0.237191,-0.12343,3.14159,1.21017,6.2444
-0.0703975,0.238167,-0.121952,3.14159,1.21067,6.2444
-0.0724245,0.239097,-0.12036,3.14159,1.21134,6.2444
-0.0744313,0.239994,-0.118666,3.14159,1.21214,6.2444
-0.0763992,0.240859,-0.116866,3.14159,1.21307,6.2444
-0.0783448,0.241697,-0.114943,3.14159,1.21416,6.2444
-0.0802417,0.242515,-0.112926,3.14159,1.21537,6.2444
-0.0820986,0.243323,-0.11078,3.14159,1.2167,6.2444
-0.0839049,0.244111,-0.108532,3.1416,1.21816,6.2444
-0.0856637,0.244887,-0.106211,3.1416,1.2197,6.2444
-0.0873767,0.245642,-0.103799,3.1416,1.22136,6.2444
-0.0890385,0.246374,-0.101295,3.1416,1.22313,6.2444
-0.0906518,0.247093,-0.098747,3.1416,1.22496,6.2444
-0.0922192,0.247777,-0.0961215,3.14159,1.2269,6.2444
-0.0937372,0.248443,-0.0934579,3.14159,1.22889,6.2444
-0.0952076,0.249081,-0.0907379,3.14159,1.23098,6.2444
-0.0966323,0.249695,-0.0879898,3.14159,1.23311,6.2444
-0.0980138,0.25028,-0.0851878,3.14159,1.23533,6.2444
-0.0993551,0.250848,-0.0823791,3.14159,1.23757,6.2444
-0.100656,0.251389,-0.0795454,3.14159,1.23986,6.2444
-0.10192,0.251907,-0.0766827,3.14159,1.24221,6.2444
-0.103151,0.252409,-0.0738121,3.14159,1.24457,6.2444
-0.104349,0.252891,-0.0709374,3.14159,1.24697,6.2444
-0.105517,0.253347,-0.0680359,3.14159,1.24941,6.2444
-0.106659,0.253788,-0.0651258,3.14159,1.25188,6.2444
-0.107792,0.254222,-0.0622055,3.14158,1.25437,6.2444
-0.108892,0.254641,-0.0592937,3.14158,1.25686,6.2444
-0.109974,0.255049,-0.0563681,3.14158,1.25938,6.2444
-0.111043,0.255445,-0.0534277,3.14158,1.26192,6.2444
-0.112105,0.25584,-0.0504906,3.14158,1.26447,6.2444
-0.113168,0.256243,-0.0475749,3.14158,1.26698,6.2444
-0.114234,0.256649,-0.044626,3.14158,1.26952,6.2444
-0.115314,0.257065,-0.0416959,3.14158,1.27203,6.2444
-0.116416,0.257498,-0.0387451,3.14158,1.27455,6.2444
-0.11753,0.257945,-0.0358277,3.14159,1.27702,6.2444
-0.118704,0.258426,-0.0329064,3.14159,1.27946,6.2444
-0.11993,0.25894,-0.0300044,3.14159,1.28185,6.2444
-0.121222,0.259488,-0.0271192,3.14159,1.28419,6.2444
-0.122593,0.260072,-0.024309,3.14159,1.28641,6.2444
-0.124052,0.260696,-0.0215991,3.14159,1.2885,6.2444
-0.125612,0.261337,-0.0189847,3.14159,1.29047,6.2444
-0.127275,0.261979,-0.0165759,3.14159,1.29224,6.2444
-0.129052,0.262584,-0.0143872,3.14159,1.29383,6.2444
-0.130934,0.263125,-0.01252,3.14159,1.29516,6.2444
-0.132924,0.263511,-0.0110512,3.14158,1.29624,6.2444
-0.133349,0.263474,-0.0109815,3.14169,1.29627,6.2444
-0.133402,0.263511,-0.0109025,3.1416,1.29635,6.2444
-0.135522,0.263654,-0.0106979,3.14159,1.2964,6.2444
-0.137641,0.2635,-0.0108175,3.14159,1.29649,6.2444
-0.139706,0.262881,-0.0116254,3.14162,1.29631,6.2444
-0.141655,0.261557,-0.0132421,3.14159,1.29601,6.2444
-0.143401,0.259892,-0.0153542,3.14158,1.29556,6.2444
-0.144918,0.257869,-0.0179068,3.14158,1.29503,6.2444
-0.145539,0.256916,-0.0191186,3.14155,1.29476,6.2444
-0.145525,0.25691,-0.0191207,3.14159,1.29477,6.2444
-0.14674,0.25455,-0.0220873,3.14158,1.29416,6.2444
-0.147702,0.251974,-0.0253236,3.14159,1.2935,6.2444
-0.148294,0.249218,-0.0288057,3.14159,1.29277,6.2444
-0.148488,0.246358,-0.0323896,3.14159,1.29204,6.2444
-0.148293,0.243509,-0.0359747,3.1416,1.29131,6.2444
-0.147776,0.240731,-0.0394536,3.1416,1.29061,6.2444
-0.147474,0.239558,-0.0409231,3.14162,1.29031,6.2444
-0.147473,0.239556,-0.0409181,3.1416,1.29032,6.2444
-0.147289,0.238998,-0.041771,3.1416,1.29004,6.2444
-0.146391,0.236699,-0.0456155,3.1416,1.28848,6.2444
-0.145407,0.234629,-0.0493654,3.14161,1.2868,6.2444
-0.144353,0.23276,-0.0530958,3.1416,1.28494,6.2444
-0.143262,0.231088,-0.0567605,3.1416,1.28295,6.2444
-0.142164,0.229632,-0.0603671,3.1416,1.2808,6.2444
-0.141107,0.228315,-0.0639145,3.1416,1.27857,6.2444
-0.140056,0.227142,-0.0674292,3.1416,1.27624,6.2444
-0.139034,0.226095,-0.0709089,3.1416,1.2738,6.2444
-0.138036,0.22515,-0.0743272,3.1416,1.27133,6.2444
-0.137064,0.224293,-0.0776985,3.1416,1.26881,6.2444
-0.13611,0.2235,-0.0810222,3.1416,1.26628,6.2444
-0.13517,0.222762,-0.0843373,3.1416,1.2637,6.2444
-0.134239,0.222063,-0.0876049,3.1416,1.26113,6.2444
-0.133312,0.221396,-0.0908647,3.1416,1.25854,6.2444
-0.132384,0.220737,-0.0940846,3.1416,1.25598,6.2444
-0.131448,0.220096,-0.0973137,3.1416,1.25339,6.2444
-0.130504,0.219458,-0.100538,3.1416,1.2508,6.2444
-0.129546,0.21881,-0.103748,3.1416,1.24824,6.2444
-0.128572,0.218152,-0.10694,3.1416,1.24571,6.2444
-0.127578,0.217478,-0.110151,3.1416,1.24317,6.2444
-0.126565,0.216787,-0.113356,3.1416,1.24066,6.2444
-0.125528,0.21607,-0.116562,3.1416,1.23817,6.2444
-0.124465,0.215317,-0.119754,3.1416,1.23573,6.2444
-0.123376,0.214535,-0.122951,3.1416,1.23332,6.2444
-0.122262,0.21372,-0.126161,3.1416,1.23093,6.2444
-0.12112,0.212861,-0.129364,3.1416,1.22858,6.2444
-0.119948,0.211959,-0.132562,3.1416,1.22629,6.2444
-0.118746,0.211013,-0.135783,3.1416,1.22401,6.2444
-0.117515,0.210012,-0.138983,3.1416,1.22181,6.2444
-0.116261,0.208936,-0.142195,3.14159,1.21967,6.2444
-0.11497,0.207823,-0.14541,3.14159,1.21756,6.2444
-0.113649,0.206636,-0.148593,3.14159,1.21557,6.2444
-0.112306,0.205386,-0.151791,3.14159,1.21362,6.2444
-0.110935,0.204067,-0.154982,3.14159,1.21175,6.2444
-0.109546,0.202669,-0.158147,3.1416,1.20998,6.2444
-0.108136,0.201192,-0.161285,3.1416,1.20832,6.2444
-0.106708,0.199641,-0.164421,3.1416,1.20673,6.2444
-0.105265,0.198015,-0.167527,3.1416,1.20526,6.2444
-0.103809,0.196302,-0.170583,3.1416,1.20391,6.2444
-0.102337,0.194523,-0.173597,3.1416,1.20268,6.2444
-0.100854,0.192674,-0.176541,3.1416,1.20158,6.2444
-0.0993552,0.190757,-0.179412,3.1416,1.20063,6.2444
-0.0978397,0.18879,-0.182196,3.1416,1.19981,6.2444
-0.0962922,0.186776,-0.184864,3.14161,1.19915,6.2444
-0.0947525,0.184722,-0.187405,3.1416,1.19867,6.2444
-0.0931866,0.182647,-0.189791,3.1416,1.19836,6.2444
-0.0915897,0.180549,-0.19202,3.14161,1.19823,6.2444
-0.0900053,0.178441,-0.194051,3.1416,1.19831,6.2444
-0.08841,0.176341,-0.195901,3.1416,1.19856,6.2444
-0.0868183,0.174246,-0.19753,3.1416,1.19903,6.2444
-0.0852369,0.172174,-0.198976,3.1416,1.19965,6.2444
-0.0836734,0.170127,-0.200207,3.1416,1.20047,6.2444
-0.0821185,0.168184,-0.201176,3.14163,1.20146,6.2444
-0.0806282,0.166225,-0.201927,3.14159,1.20273,6.2444
-0.0791124,0.164267,-0.202605,3.14158,1.20399,6.2444
-0.0776459,0.162352,-0.203147,3.14158,1.20534,6.2444
-0.0761981,0.160475,-0.203522,3.14159,1.2068,6.2444
-0.0747747,0.158645,-0.203746,3.14159,1.20837,6.2444
-0.0733669,0.156891,-0.203814,3.1416,1.21003,6.2444
-0.0719828,0.155181,-0.203735,3.1416,1.21179,6.2444
-0.0706006,0.153523,-0.203584,3.14157,1.21361,6.2444
-0.069238,0.151952,-0.203243,3.14157,1.21553,6.2444
-0.0679064,0.15038,-0.202844,3.14157,1.2175,6.2444
-0.066609,0.148932,-0.20223,3.14162,1.21963,6.2444
